OR,OT
"MUNICIPAL ORDINANCE NO. 47, s-1994","“AN ORDINANCE AUTHORIZING HONORABLE VICE MAYOR ARREL R. OLANO, TO AUGMENT THE APPROPRIATION FOR CONFERENCE AND MEETINGS UNDER THE LEGISLATIVE DEPARTMENT IN THE AMOUNT OF P20,000.00 TO BE TAKEN FROM THE REPAIRS OF GOVERNMENT FACILITIES AND EQUIPMENT OF THE LEGISLATIVE DEPARTMENT”."
"MUNICIPAL ORDINANCE NO. 41, s-1994","“AN ORDINANCE AMENDING ARTICLE III, SECTION 3 OF MUNICIPAL ORDINANCE NO. 63, s-1993 OTHERWISE KNOWN AS THE REVISED COMPREHENSIVE MUNICIPAL ZONING ORDINANCE FOR THE MUNICIPALITY OF TAGUM”."
"MUNICIPAL ORDINANCE NO. 42, s-1994","“AN ORDINANCE FURTHER AMENDING MUNICIPAL ORDINANCE NO. 41, s-1993 AS AMENDED BY MUNICIPAL ORDINANCE NO. 67, s-1993”."
"MUNICIPAL ORDINANCE NO. 40, s-1994","“AN ORDINANCE AUTHORIZING THE HOLDING OF THE SPECIAL ELECTIONS FOR THE FOUR (4) NEWLY CREATED BARANGAYS OF MAGUGPO WEST, MAGUGPO EAST, MAGUGPO SOUTH, AND MAGUGPO NORTH ON SEPTEMBER 04, 1994 AS SET BY THE COMELEC EN BANC LAST JULY 26, 1994 AND PROVIDING FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 39, s-1994","“AN ORDINANCE AUGMENTING THE APPROPRIATION FOR WAGES AND STATE INSURANCE IN THE AMOUNT OF P35,100.00 AND P351.00 RESPECTIVELY, FOR CASUAL LABORERS UNDER THE OFFICE OF THE MUNICIPAL ASSESSOR TO BE TAKEN FROM SALARY SAVINGS AND OTHER BENEFITS OF UNFILLED POSITIONS OF THE SAME OFFICE”."
"MUNICIPAL ORDINANCE NO. 29, s-1994",“AN ORDINANCE TRANSFERRING THE DAY CARE WORKERS UNDER TH SUPPORT SERVICES TO THE MUNICIPAL SOCIAL WELFARE AND DEVELOPMENT OFFICE”.
"MUNICIPAL ORDINANCE NO. 30, s-1994","“AN ORDINANCE INCREASING THE HONORARIUM OF DAY CARE WORKERS PAID BY THE MUNICIPAL GOVERNMENT OF TAGUM FROM P500.00 TO P1, 000.00”"
"MUNICIPAL ORDINANCE NO. 28, s-1994","“AN ORDINANCE TRANSFERRING THE POSITIONS OF MEDICAL TECHNOLOGIST, MIDWIFE II AND UTILITY WORKER II FROM THE RURAL HEALTH UNIT TO THE MUNICIPAL HEALTH OFFICE II.”"
"MUNICIPAL ORDINANCE NO. 16, s-1994",“AN ORDINANCE REQUIRING ALL CHAINSAW OWNERS/OPERATORS IN TAGUM TO REGISTER THEIR CHAINSAWS ANNUALLY AND IMPOSING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 26, s-1994","“AN ORDINANCE AUTHORIZING THE MUNICIPAL MAYOR, VICTORIO R. SUAYBAGUIO, JR., TO AUGMENT THE APPROPRIATION FOR TRAVELLING EXPENSES IN THE OFFICE OF THE MUNICIPAL PLANNING AND DEVELOPMENT IN THE AMOUNT OF FOUR THOUSAND FOUR HUNDRED EIGHTY EIGHT (P4,488.00) PESOS ONLY TO BE TAKEN FROM THE UNOBLIGATED BALANCE OF OFFICE SUPPLIES UNDER THE SAME OFFICE”."
"MUNICIPAL ORDINANCE NO. 18, s-1994","“AN ORDINANCE AUTHORIZING HON. VICTORIO R. SUAYBAGUIO, JR., MUNICIPAL MAYOR TO REALIGN THE UNOBLIGATED BALANCE FROM THE SAVINGS OF ECONOMIC ENTERPRISE UNDER THE MARKET SECTION (CAPITAL OUTLAY) IN THE AMOUNT OF P11,300.00 FOR THE PURCHASE OF ONE (1) UNIT TYPEWRITER AND ONE (1) UNIT ELECTRIC FAN FOR USE OF SAID OFFICE”."
"MUNICIPAL ORDINANCE NO. 05, s-1994",“AN ORDINANCE AMENDING THE NUMBER OF UNITS OF VEHICLES IN THE CAPITAL OUTLAY OF THE ADMINISTRATIVE SECTION UNDER THE MAYOR’S OFFICE EMBODIED IN THE ANNUAL BUDGET 1994”.
"MUNICIPAL ORDINANCE NO. 04, s-1994","“AN ORDINANCE CREATING THE POSITION OF CLERK II UNDER THE OFFICE OF THE MUNICIPAL VICE MAYOR, PROVIDING FOR HIS QUALIFICATION, COMPENSATION, DUTIES AND RESPONSIBILITIES AND"
"MUNICIPAL ORDINANCE NO. 03, s-1994","“AN ORDINANCE CREATING THE POSITION OF DRIVER I UNDER THE OFFICE OF THE MUNICIPAL VICE MAYOR, PROVIDING FOR HIS QUALIFICATION, COMPENSATION, DUTIES AND RESPONSIBILITIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 01, s-1994","“AN ORDINANCE CREATING THE POSITION OF MESSENGER UNDER THE OFFICE OF THE MUNICIPAL ADMINISTRATOR, PROVIDING FOR HIS QUALIFICATION, COMPENSATION, DUTIES AND RESPONSIBILITIES, AN APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 02, s-1994","“AN ORDINANCE CREATING THE POSITION OF MEDICAL TECHNOLOGIST UNDER THE MUNICIPAL HEALTH OFFICE I, PROVIDING FOR HIS QUALIFICATION, COMPENSATION, DUTIES AND RESPONSIBILITIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 72, s-1993","“AN ORDINANCE AMENDING MUN. ORD. NO. 72, s-1992 AS AMENDED BY MUN. ORD. NO. 40, s-1992”."
"MUNICIPAL ORDINANCE NO. 78, s-1993","“AN ORDINANCE IMPOSING LICENSE INSPECTION FEES TO ALL BUSINESS OPERATION IN TAGUM, DAVAO THAT MAY BE GRANTED BUSINESS PERMITS AND LICENSES BY THE MUNICIPAL MAYOR AND PROVIDING PENALTIES FOR VIOLATION THEREOF AND FOR OTHER PURPOSES”."
"MUNICIPAL ORDINANCE NO. 77, s-1993","“AN ORDINANCE IMPOSING ADDITIONAL FEES FOR MEDICAL CERTIFICATE, MEDICAL-LEGAL, LABORATORY FEES, DENTAL UNDER RURAL HEALTH UNIT I AND II”."
"MUNICIPAL ORDINANCE NO. 33, S-1993",“AN ORDINANCE REQUIRING ALL TRICYCLE DRIVERS IN THE MUNICIPALITY OF TAGUM TO SECURE IDENTIFICATION CARD FROM THE MAYOR’S OFFICE IMPOSING PENALTIES FOR VIOLATION THEREOF AND APPROPRIATING AN AMOUNT FOR THE PURPOSE”.
"MUNICIPAL ORDINANCE NO. 67, s-1993","“AN ORDINANCE AMENDING SECTION 1 OF MUNICIPAL ORDINANCE NO. 41, s-1993 BY INCREASING THE NUMBER OF UNITS OF MOTORIZED TRICYCLE FOR HIRE (MCH) OPERATING IN THE MUNICIPALITY OF TAGUM U P TO 2,100”."
"MUNICIPAL ORDINANCE NO. 59, s-1993",“AN ORDINANCE CREATING THE MUNICIPAL COUNCIL FOR THE WELFARE OF DISABLED PERSONS PROVIDING FOR ITS FUNCTIONS AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”.
"MUNICIPAL ORDINANCE NO. 45, s-1993","“AN ORDINANCE AMENDING SECTION 1 OF MUNICIPAL ORDINANCE NO. 11, SERIES OF 1984, OTHERWISE KNOWN AS THE ANTI-LITTERING ORDINANCE OF THE MUNICIPALITY OF TAGUM”."
"MUNICIPAL ORDINANCE NO. 38, s-1993",“AN ORDINANCE DECLARING A PORTION OF MABINI STREET WITHIN THE MUNICIPAL PARK AND PLAZA CLOSED TO VEHICULAR TRAFFIC AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 90, s-1993","“AN ORDINANCE ESTABLISHING GUIDELINES, STANDARDS, RULES, AND REGULATIONS FOR THE MANAGEMENT, OPERATION AND ESTABLISHMENT OF THE TEMPORARY TAGUM OVERLAND INTEGRATED TRANSPORT TERMINAL AT THE NEW PUBLIC MARKET, STO. NINO, TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 65, s-1993","“AN ORDINANCE AUGMENTING THE OVERTIME PAY OF PERSONNEL UNDER THE OFFICE OF THE MUNICIPAL MAYOR IN THE AMOUNT OF P44, 767.18 & P40, 000.00 IN THE OFFICE OF THE MUNICIPAL TREASURER TO BE TAKEN FROM THE SALARY SAVINGS AND OTHER BENEFITS OF UNFILLED POSITIONS UNDER THE EXECUTIVE BRANCH”"
"MUNICIPAL ORDINANCE NO. 53, s-1993","“AN ORDINANCE GRANTING OVERTIME COMPENSATION TO DRIVERS AND CIVIL SECURITY GUARDS AND OTHER GOVERNMENT PERSONNEL WHETHER REGULAR, CASUAL OR CONTRACTUAL EMPLOYEES OF THE MUNICIPAL GOVERNMENT OF TAGUM”."
"MUNICIPAL ORDINANCE 52, S-1993","“ AN ORDINANCE AUTHORIZING HON. VICTORIO R. SUAYBAGUIO, JR., MUNICIPAL MAYOR TO ENTER INTO A LABOR PAKYAW CONTRACT FOR ANY PROJECT OF THE MUNICIPALITY OF TAGUM”."
"MUNICIPAL ORDINANCE NO. 47, S-1993","“ AN ORDINANCE AMENDING ARTICLE 16, CHAPTER V, OF THE MUNICIPAL TAX ORDINANCE NO. 01, S-1992 OF THE MUNICIPALTIY OF TAGUM BY ADOPTING THE OLD RATES AS PRESECRIBED IN THE FIRE SAFETY CODE OF THE PHILIPPINES”."
"MUNICIAPL ORDINANCE 21, S-1993","“ AN ORDINANCE CREATING THE POSITION OF MESSENGER UNDER THE SECRETARIAT SERVICES OF THE SANGGUNIANG BAYAN PROVIDING FOR HIS QUALIFICATION, COMPENSATION, DUTIES AND RESPONSIBILITIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 22, s-1993","“AN ORDINANCE CHANGING THE NAME OF MAGDUM ELEMENTARY SCHOOL TO COL. ROSALIO SALUDARES ELEME4NTARY SCHOOL LOCATED AT BARANGAY MAGDUM, THIS MUNICIPALITY”."
"MUNICIPAL ORDINANCE NO. 02, s-1993",“AN ORDINANCE PROHIBITING THE SELLING/DRINKING OF MALTS/LIQUORS ALONG THE PUBLIC PLACES OF TAGUM”.
"MUNICIPAL ORDINANCE NO. 30, s-1993","“AN ORDINANCE GRANTING BURIAL ASSISTANCE IN THE AMOUNT OF FIVE THOUSAND (P5, 000.00) PESOS EACH TO WORLD WAR II AND KOREAN WAR VETERANS WHO ARE RESIDENTS OF TAGUM, DAVAO AND APPROPRIATING THE FUNDS THEREOF FOR THE NECESSARY EXPENSES OF THE MUNICIPALITY OF TAGUM”."
"MUNICIPAL TAX ORDINANCE NO. 05, s-1993","“AN ORDINANCE AMENDING SECTION 3 OF MUNICIPAL TAX ORDINANCE NO. 01, S-1992 WHICH READ: AN ORDINANCE PRESCRIBING NEW RATES FOR SLAUGHTER, CORRAL AND INSPECTION FEE FOR EVERY LARGE CATTLE, HOG, GOATS/SHEEPS SLAUGHTERED AT THE MUNICIPAL SLAUGHTERHOUSE.”"
"MUNICIPAL TAX ORD. NO. 04, s-1993","“AN ORDINANCE AMENDING ARTICLE 37, MUNICIPAL TAX ORDINANCE NO. 01, s-1992”"
"MUNICIPAL ORDINANCE NO. 13, s-1993","“AN ORDINANCE PROHIBITING OR OUTLAWING THE PUTTING UP/DISPLAYING OF COUNTERS, STOCKS/SUPPLIES, SIGNBOARDS, GEN SETS AND OTHER OBSTRUCTING MATERIALS ON ALL STREETS, ROADS, ARCADES AND SIDEWALKS OF TAGUM AND IMPOSING PENALTIES THEREOF”."
"MUNICIPAL ORDINANCE NO. 07, s-1993",“AN ORDINANCE REGULATING THE INSTALLATION OF GAS/DIESEL FED GENERATORS OF BUSINESS ESTABLISHMENTS AND PROVIDING PENALTY FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORDINANCE NO. 07, s-1993",“AN ORDINANCE REGULATING THE INSTALLATION OF GAS/DIESEL FED GENERATORS OF BUSINESS ESTABLISHMENTS AND PROVIDING PENALTY FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORDINANCE NO. 82, s-1993","“AN ORDINANCE CREATING THE OFFICE OF HUMAN RESOURCE MANAGEMENT AND THE POSITION OF HUMAN RESOURCE MANAGEMENT OFFICER, PROVIDING FOR HIS COMPENSATION, DUTIES AND RESPONSIBILITIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 83, s-1993","“AN ORDINANCE CREATING THE POSITION OF SOCIAL WELFARE AND DEVELOPMENT OFFICER, PROVIDING FOR HIS COMPENSATION, POWERS, DUTIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE 18, S-1993",“ AN ORDINANCE DECLARING A PORTION OF ROXAS STREET FRONTING TAGUM PUBLIC MARKET CLOSED TO MOTORIZED VEHICLES FROM 3:00 – 8:00 O’CLOCK IN THE MORNING EVERYDAY AND PROVIDING PENALTIES FOR ITS VIOALTION THEREOF.”
"MUNICIPAL ORDINANCE NO. 14, s-1993",“AN ORDINANCE CREATING THE OFFICE OF SENIOR CITIZENS AFFAIRS PROVIDING FOR ITS FUNCTIONS AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”.
"MUNICIPAL ORDINANCE NO. 01, s-1993","“AN ORDINANCE REQUIRING ALL PERSONS WORKING IN BARS, COCKTAIL LOUNGES, MASSAGE PARLORS, SAUNA BATHS AND OTHER SIMILAR PLACES OF ENTERTAINMENT IN THE MUNICIPALITY OF TAGUM TO UNDERGO HIV MEDICAL TEST AT THE DAVAO REGIONAL HOSPITAL, TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 10, s-1993","“AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 01, s-1992”."
"MUNICIPAL ORDINANCE NO. 09, s-1993","“AN ORDINANCE AMENDING SECTION 1-A OF ARTICLE 35, CHAPTER 4 OF THE REVISED MUNICIPAL TAX CODE OF THE MUNICIPALITY OF TAGUM”."
"MUNICIPAL ORDINANCE NO. 76, s-1993",“AN ORDINANCE GRANTING LEADERSHIP ACHIEVEMENT AWARDS TO DESERVING GRADUATING PUPILS/STUDENTS IN THE ELEMENTARY/SECONDARY SCHOOLS IN THE MUNICIPALITY OF TAGUM AND PROVIDING FUNDS FOR THE IMPLEMENTATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 80, s-1993",“AN ORDINANCE TRANSFERRING THE POSITION OF ADMINISTRATIVE OFFICER II UNDER THE OFFICE OF THE MUNICIPAL TREASURER TO THE OFFICE OF THE MUNICIPAL MAYOR”.
"MUNICIPAL ORDINANCE NO. 69, s-1993",“AN ORDINANCE INCREASING THE MONTHLY HONORARIUM OF THE BARANGAY NUTRITION SCHOLARS (BNS) FROM P250.00 TO P500.00 AND PROVIDING FUNDS FOR THE IMPLEMENTATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 89, s-1993","“AN ORDINANCE GRANTING HONORARIUM TO ALL BARANGAY SECRETARIES, TREASURERS AND SANGGUNIANG KABATAAN CHAIRMEN IN THE AMOUNT OF P100.00 EACH AND PROVIDING FUNDS THEREOF”."
"MUNICIPAL ORDINANCE NO. 39, s-1992","“AN ORDINANCE AUTHORIZING HON. VICTORIO R. SUAYBAGUIO, JR., MUNICIPAL MAYOR TO AUGMENT THE APPROPRIATION FOR SUPPLIES AND MATERIALS IN THE LAND TAX SECTION UNDER THE MUNICIPAL TREASURER’S OFFICE IN THE AMOUNT OF P1,500.00 FROM THE TRAVELLING EXPENSE APPROPRIATION OF THE SAME OFFICE.”"
"MUNICIPAL ORDINANCE NO. 36, s-1992","“AN ORDINANCE AUTHORIZING THE MUNICIPAL MAYOR ARREL R. OLANO TO AUGMENT THE BUDGET OF TRAVELLING EXPENSES OF SB LEGISLATIVE IN THE AMOUNT OF FIFTEEN THOUSAND (P15,000.00) PESOS FROM THE MAGAZINE SUBSCRIPTION OF THE SB SECRETARIAT”."
"MUNICIPAL ORDINANCE NO. 38, S-1992","“ AN ORDINANCE AUTHORIZING HON. VICTORIO R. SUAYBAGUIO, JR., MUNICPAL MAYOR TO AUGMENT THE BUDGET FOR TRAVELLING EXPENSES UNDER THE PUBLIC AFFAIRS & INFORMATION SECTION UNDER THE OFFICE OF THE MUNICPAL MAYOR."
"MUNICIPAL ORDINANCE NO. 34, s -1992","“AN ORDINANCE AUTHORIZING HON. VICTORIO R. SUAYBAGUIO, JR., MUNICIPAL MAYOR TO AUGMENT SUPPLIES AND MATERIALS OF THE MUNICIPAL PLANNING AND DEVELOPMENT OFFICE (MPDO) IN THE AMOUNT OF FIVE THOUSAND (P5,000.00) PESOS ONLY TO BE TAKEN FROM THE BALANCE OF THE APPROPRIATION FOR COMMUNICATION OF THE SAME OFFICE”."
"MUNICIPAL ORDINANCE NO. 33, s-1992",“AN ORDINANCE EXEMPTING ALL REGISTERED COUNTRYSIDE AND BARANGAY BUSINESS ENTERPRISES (CBBE) FROM PAYMENT OF REGULATORY FEES AND CHARGES TO THE MUNICIPALITY OF TAGUM”.
"MUNICIPAL ORDINANCE NO. 22, s-1992",“AN ORDINANCE PRESCRIBING NEW RATES FOR SLAUGHTER.”
"MUNICIPAL ORDINANCE NO. 25, s- 1992","“AN ORDINANCE IMPOSING NEW RATE FOR CIVIL REGISTRATION FEES IN THE MUNICIPALITY OF TAGUM, AND PROVIDING FOR ITS VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 29, s-1992","“AN ORDINANCE GRANTING TO MR. ROGELIO T. UY, A FRANCHISE TO CONSTRUCT, INSTALL, OPERATE AND MAINTAIN FOR COMMERCIAL PURPOSES A CABLE-TV IN THE MUNICIPALITY OF TAGUM AND FOR OTHER PURPOSES”."
"MUNICIPAL ORDINANCE NO. 30, s-1992","“AN ORDINANCE AUTHORIZING HON. VICTORIO R. SUAYBAGUIO, JR., MUNICIPAL MAYOR, TO AUGMENT THE OVERTIME PAY OF ACCOUNTING PERSONNEL IN THE AMOUNT OF TN THOUSAND (P10,000.00) PESOS”."
"MUNICIPAL ORDINANCE NO. 28, s-1992","“AN ORDINANCE AUTHORIZING THE MUNICIPAL VICE MAYOR, HON. AREL R. OLANO, TO AUGMENT THE TRAVELLING EXPENSES OF THE SANGGUNIANG BAYAN LEGISLATIVE IN THE AMOUNT OF THIRTY THOUSAND (P30,000.00) PESOS ONLY”."
"MUNICIPAL ORDINANCE NO, 27, s-1992","“AN ORDINANCE REGULATING THE OPERATION OF MOTORIZED TRICYCLE FOR HIRE (MCH) IN THE MUNICIPALITY OF TAGUM, DAVAO AND IMPOSING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 10, s-1992","“AN ORDINANCE CREATING THE OFFICE AND POSITION OF MUNICIPAL ADMINISTRATOR, PROVIDING FOR HIS COMPENSATION, POWERS AND DUTIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE” ."
"MUNICIPAL ORDINANCE NO. 12, s-1992","“AN ORDINANCE AUTHORIZING HON. VICTORIO R. SUAYBAGUIO, JR., MUNICIPAL MAYOR, TO TRASNFER THE SALARY SAVINGS OF THE DIFFERENT VACANT POSITIONS FOR THE AUGMENTATION OF THE LUMPSUM APPROPRIATION OF TERMINAL LEAVE"
"MUNICIPAL ORDINANCE NO. 09,S-1992",“AN ORDINANCE CHANGING THE NOMENCLATURE OF THE POSITION OF MUNICIPAL SECRETARY
"MUNICIPAL ORDINANCE NO. 18, s-1992",“AN ORDINANCE DECLARING A PORTION OF ROXAS STREET FRONTING TAGUM PUBLIC MARKET CLOSED TO MOTORIZED VEHICLES FROM 3:00 – 8:00 O’CLOCK IN THE MORNING EVERYDAY AND PROVIDING PENALTIES FOR ITS VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 40, s-1992","AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 27, s-1992"
"MUNICIPAL ORDINANCE NO. 07,S-1992","AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 35, SERIES OF 1991."
"MUNICIPAL ORDINANCE NO. 04, s-1992","“AN ORDINANCE AMENDING SECTION IV, SECTION V (items a and d) AND SECTION VIII (items a, b & d) OF MUNICIPAL ORDINANCE NO. 26, s-1991”."
"MUNICIPAL ORDINANCE NO. 05,S-1992","AN ORDINANCE AMENDING SECTION lll OF MUNICIPAL ORDINANCE NO. 26,S-1991 AS AMENDED."
"MUNICIPAL ORDINANCE NO. 34, s-1991","“AN ORDINANCE CREATING THE OFFICE AND POSITION OF THE MUNICIPAL CIVIL REGISTRAR, PROVIDING FOR HIS COMPENSATION, POWERS AND DUTIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 35, s-1991","“AN ORDINANCE REGULATING THE OPERATION OF MOTORIZED TRICYCLE FOR HIRE (MCH) IN THE MUNICIPALITY OF TAGUM, DAVAO AND IMPOSING PENALTIES FOR VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 36, s-1991","“AN ORDINANCE IMPOSING TOLL FEES AND OTHER CHARGES TO PASSENGER VEHICLES LIKE JEEPNEYS, BABY BUSES, BUSES, VANS, CARGO TRUCKS, AND ALL OTHER VEHICLES ENTERING OR PASSING ALL MUNICIPAL ROADS/STREETS OF THE MUNICIPALITY, AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF AND FOR OTHER PURPOSES”."
"MUNICIPAL ORDINANCE NO. 33, s-1991","“AN ORDINANCE CREATING THE OFFICE AND POSITION OF MUNICIPAL ACCOUNTANT, PROVIDING FOR HIS COMPENSATION, POWERS AND DUTIES AND APPROPRIATING THE NECESSARY FUNDS FOR THE PURPOSE”."
"MUNICIPAL ORDINANCE NO. 32, s-1991","“AN ORDINANCE IMPOSING CERTAIN REQUIREMENTS BEFORE ANY BUILDING OR BUSINESS PERMIT IS ISSUED BY VIRTUE OF A LOCATIONAL CLEARANCE ISSUED BY THE ZONING OFFICER OF THE MAYOR’S OFFICE WHEREBY BUILDING STRUCTURES AND COMMERCIAL OR INDUSTRIAL ESTABLISHMENTS WILL BE ERECTED, ESTABLISHED AND OPERATED IN RESIDENTIAL AREAS, AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 11, s-1991","“AN ORDINANCE DECLARING THE STO. NIÑO SITE ALONG DALISAY-GANTE ROAD AS THE FINAL SITE OF THE PROPOSED NEW MARKET AND/OR TERMINAL OF THE MUNICIPALITY OF TAGUM, PROVINCE OF DAVAO”."
"MUNICIPAL ORDINANCE NO. 31, s-1991",“AN ORDINANCE IMPOSING PENALTIES TO SOME ACTS OF EXCESSIVE CRUELTIES TO SPECIFIC ANIMALS”.
"MUNICIPAL ORDINANCE NO. 30, S-1991","“AN ORDINANCE REQUIRING PRIOR ISSUANCE OF A MISSION ORDER BY THE PROPER HEAD OF DEPARTMENT, OFFICER OR SECTION CONCERNED BEFORE ANY MUNICIPAL EMPLOYER, MAY INSPECT, VERIFY, EXAMINE AND/OR INQUIRE INTO THE PAYMENT OF TAXES AND FEES OF A BUSINESS ESTABLISHMENT IN THIS CAPITAL TOWN AND ORDERING THAT ONLY AUTHORIZED MUNICIPAL EMPLOYEES MAY CONDUCT SAID INSPECTION, continue reading : MUNICIPAL ORDINANCE NO. 30, S-1991"
"MUNICIPAL ORDINANCE NO. 27, S-1991",“ AN ORDINANCE IMPOSING AN ANNUAL BUILDING INSPECTION FEE TO ALL BUILDINGS AND STRUCTURES IN THE MUNICIPALITY OF TAGUM AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 26, s-1991","“AN ORDINANCE ESTABLISHING A MUNCIIPAL SCHOLARSHIP PROGRAM THROUGH THE PURCHASE OF SECURITIES FOR EDUCATIONAL PLANS TO BENEFIT POOR BUT DESERVING STUDENTS ESPECIALLY BUT NOT LIMITED TO, QUALIFIED CHILDREN OF BARANGAY OFFICIALS”."
"MUNICIPAL ORDINANCE NO. 23, S-1991",“ AN ORDINANCE REGULATING THE NOISE POLLUTION GENERATED BY ALL MOTOR VEHICLES WITHIN THE MUNICIPALITY OF TAGUM AND PROVIDING PENALTIES FOR VIOLATION THEREOF.”
"MUNICIPAL ORDINANCE NO. 22, S-1991",“AN ORDINANCE DECLARING ILLEGAL OR OUTLAWING THE PARKING/LOADING AND UNLOADING OF PASSENGERS / CARGOES/ MERCHANDISES WITHIN A DISTANCE OF SIX (6) METERS FROM THE CORNER/INTERSECTION/JUNCTION OF BONIFACIO-QUEZON; QUEZON-SOBRECAREY; RIZAL-BONIFACIO; ROXAS-BONIFACIO; QUEZON-PIONEER AVENUE; SOBRECAREY-PIONEER AVENUE; PIONEER-NATIONAL HIGHWAY AND STREETS IN THE MUNICIPALITY OF TAGUM AND IMPOSING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 21, s-1991",“AN ORDINANCE IMPOSING PENALTIES AGAINST PERSON/PERSONS FOUND GUILTY OF STORING/STOCKPILING/HOARDING HIGHLY FLAMMABLE MATERIALS INSIDE THEIR HOMES OR HOUSES USED AS STORES AND AT THE SAME TIME BEING UTILIZED AS RESIDENTIAL HOUSES AND IN AREAS CLASSIFIED AS RESIDENTIAL ZONES”.
"MUNICIPAL ORDINANCE NO. 10, s-1991","“AN ORDINANCE REQUIRING ALL CONTRACTOR/CONSTRUCTOR UNDERTAKING NATIONAL FUNDED INFRASTRUCTURE PROJECTS IN THE MUNICIPALITY OF TAGUM TO SUBMIT A COPY OF THE PROGRAM OF WORK INCLUDING ITS ENGINEERING DESIGN AND CONTRACT ENTERED INTO BY THE CONTRACTOR/CONSTRUCTOR WITH THE DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS (DPWH) AND ALL OTHER NATIONAL GOVERNMENT AGENCIES TO THE MUNICIPAL MAYOR OF continue reading : MUNICIPAL ORDINANCE NO. 10, s-1991"
"MUNICIPAL ORDINANCE NO. 06, s-1991","“AN ORDINANCE REQUIRING THE SETTING/PUTTING UP OF FUNCTIONAL CLEAN PUBLIC RESTROOMS/TOILETS OR COMFORT ROOMS IN ALL GASOLINE STATIONS IN THE MUNICIPALITY OF TAGUM, DAVAO FOR THE EXCLUSIVE USE OF THEIR CUSTOMERS ONLY”."
"MUNICIPAL ORDINANCE NO. 05, s-1991","“AN ORDINANCE GRANTING MEDICAL AND DEATH BENEFITS TO ALL BARANGAY CAPTAINS, BARANGAY COUNCILMEN, BARANGAY SECRETARIES AND BARANGAY TREASURERS IN THE MUNICIPALITY OF TAGUM, DAVAO WHILE IN THE PERFORMANCE OF THEIR SWORN DUTIES”."
"MUNICIPAL ORDINANCE NO. 02, s-1991","“AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 21, s-1990”."
"MUNICIPAL ORDINANCE NO. 01, s-1991",“AN ORDINANCE REQUIRING EVERY PERSON WHO HAVE PET DOGS TO HAVE THE ANIMAL BE VACCINATED BY ANTI-RABIES VACCINE BY EITHER THE BUREAU OF ANIMAL INDUSTRY OR THE DEPARTMENT OF HEALTH (DOH) OR ANY LICENSED VETERINARIAN AND IMPOSING PENALTY FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 03, s-1991","“AN ORDINANCE AMENDING SECTION 4 (a) OF MUNICIPAL ORDINANCE NO. 17, s-1990”."
"MUNICIPAL ORDINANCE NO. 29, s-1990","“AN ORDINANCE AMENDING PORTIONS OF MUNICIPAL ORDINANCE NO. 88, s-1989, OTHERWISE KNOWN AS AN ORDINANCE ON GARBAGE DISPOSAL, COLLECTION AND PRESCRIBING RATES OF PAYMENT THEREFOR”."
